"Dictamen";"Antiguedad.Trabajo";"Vivienda";"Plazo";"Edad";"Estado.civil";"Registros";"Tipo.trabajo";"Gastos";"Ingresos";"Patrimonio";"Cargas.patrimoniales";"Importe.solicitado";"Precio.del.bien.financiado"
"positiu";3;"escriptura";18;66;"casat";"reg_no";"Other";45;69;12000;0;500;1101
"positiu";35;"escriptura";60;54;"casat";"reg_no";"Fix";45;182;4000;0;1000;1568
"positiu";0;"escriptura";42;65;"casat";"reg_no";"Other";45;77;4000;2000;750;1194
"negatiu";7;"altres viv";60;25;"casat";"reg_no";"Fix";45;50;0;0;950;1378
"positiu";3;"escriptura";60;31;"solter";"reg_no";"Fix";35;131;4000;0;1050;1139
"positiu";1;"pares";24;23;"solter";"reg_no";"Fix";35;62;0;0;350;350
"negatiu";5;"escriptura";60;35;"casat";"reg_no";"Fix";75;60;3000;400;1150;1406
"positiu";2;"escriptura";60;47;"casat";"reg_no";"Fix";90;86;4500;0;1200;1497
"negatiu";13;"lloguer";36;28;"casat";"reg_no";"Fix";59;143;0;0;1400;1600
"negatiu";27;"lloguer";60;50;"casat";"reg_si";"Fix";87;120;0;0;1300;1350
"negatiu";3;"altres viv";60;25;"solter";"reg_no";"Fix";35;283;0;0;2000;2032
"positiu";0;"escriptura";36;39;"casat";"reg_no";"Fix";60;138;3000;0;1400;2610
"positiu";1;"contr_privat";12;46;"casat";"reg_no";"Other";90;90;2000;600;500;1193
"negatiu";1;"lloguer";60;36;"casat";"reg_si";"Fix";85;99;0;0;1200;1275
"negatiu";10;"escriptura";36;39;"casat";"reg_si";"Auto";75;160;15000;0;3250;3750
"positiu";1;"escriptura";60;25;"casat";"reg_no";"Temp";60;330;9000;3500;1300;2500
"positiu";6;"escriptura";36;49;"casat";"reg_no";"Auto";60;100;22000;0;1000;1790
"negatiu";3;"lloguer";48;52;"casat";"reg_no";"Fix";96;210;0;0;1400;1419
"positiu";10;"lloguer";30;34;"separat";"reg_no";"Fix";45;100;0;0;700;1480
"positiu";0;"escriptura";36;24;"solter";"reg_no";"Temp";45;97;8000;0;600;1542
"negatiu";1;"lloguer";60;38;"casat";"reg_no";"Auto";45;0;0;0;1500;1850
"positiu";6;"escriptura";48;24;"casat";"reg_no";"Fix";45;227;3000;0;600;1380
"positiu";5;"escriptura";42;33;"casat";"reg_si";"Fix";45;140;22000;2500;1200;1888
"negatiu";1;"lloguer";48;31;"casat";"reg_no";"Fix";87;115;0;0;1100;1672
"positiu";37;"escriptura";48;63;"casat";"reg_no";"Fix";60;150;3500;0;700;808
"negatiu";1;"pares";60;23;"solter";"reg_no";"Fix";35;90;0;0;1100;1107
"positiu";40;"escriptura";42;61;"casat";"reg_no";"Fix";90;275;12000;0;1000;1335
"positiu";5;"pares";60;28;"solter";"reg_no";"Fix";35;176;0;0;1190;1390
"positiu";11;"lloguer";60;58;"casat";"reg_no";"Fix";71;110;3000;0;1150;1363
"positiu";23;"escriptura";60;41;"casat";"reg_no";"Fix";75;140;3000;0;1450;1482
"positiu";23;"escriptura";60;38;"casat";"reg_no";"Fix";45;500;3500;0;1900;2357
"negatiu";5;"escriptura";60;27;"casat";"reg_no";"Fix";75;66;3000;0;600;850
"positiu";10;"escriptura";60;55;"casat";"reg_no";"Auto";60;0;10000;0;1000;1180
"positiu";5;"escriptura";48;40;"casat";"reg_no";"Auto";75;145;6000;0;825;1617
"positiu";31;"escriptura";60;59;"casat";"reg_no";"Fix";60;67;6500;0;1080;1114
"negatiu";4;"escriptura";60;47;"casat";"reg_no";"Auto";75;0;13500;0;1900;1976
"negatiu";10;"escriptura";60;38;"casat";"reg_si";"Fix";90;80;3000;1749;1030;1095
"positiu";0;"pares";60;25;"solter";"reg_no";"Auto";35;0;0;0;800;1380
"positiu";8;"altres viv";60;28;"casat";"reg_no";"Fix";45;200;0;0;700;1529
"positiu";2;"escriptura";36;49;"casat";"reg_si";"Auto";75;154;14000;0;850;1263
"positiu";3;"contr_privat";48;38;"casat";"reg_no";"Auto";90;187;2500;750;1550;1600
"negatiu";35;"escriptura";48;52;"casat";"reg_no";"Fix";60;135;5000;0;1200;1400
"positiu";3;"escriptura";48;37;"vidu";"reg_no";"Fix";45;160;6000;3000;1000;1520
"positiu";25;"escriptura";60;42;"casat";"reg_no";"Fix";60;133;9500;0;1500;1617
"positiu";8;"lloguer";60;54;"casat";"reg_no";"Auto";173;230;5000;0;1100;1500
"positiu";2;"escriptura";60;30;"casat";"reg_no";"Fix";60;154;3000;0;1000;1705
"positiu";2;"escriptura";30;26;"casat";"reg_no";"Fix";60;50;3500;250;600;1292
"positiu";17;"escriptura";48;49;"casat";"reg_no";"Auto";60;189;7000;0;1100;1294
"positiu";3;"escriptura";60;36;"casat";"reg_no";"Fix";60;202;4600;1260;1400;1936
"negatiu";4;"pares";48;40;"casat";"reg_no";"Auto";90;20;0;0;1850;2143
"negatiu";0;"escriptura";12;61;"casat";"reg_no";"Other";60;40;4000;0;170;1394
"negatiu";2;"lloguer";24;59;"casat";"reg_no";"Fix";110;50;0;0;200;425
"positiu";2;"escriptura";48;49;"casat";"reg_no";"Fix";45;125;4000;0;500;1600
"positiu";30;"lloguer";60;52;"casat";"reg_no";"Auto";70;100;14500;0;1250;1563
"positiu";11;"escriptura";60;35;"casat";"reg_no";"Fix";60;115;4000;75;1250;1284
"negatiu";5;"ignora_cont";60;25;"casat";"reg_no";"Fix";75;160;1000;0;890;990
"positiu";14;"escriptura";60;30;"casat";"reg_no";"Fix";60;70;4000;2800;600;1125
"positiu";8;"escriptura";48;28;"casat";"reg_no";"Fix";35;220;4000;0;1000;1267
"negatiu";1;"altres viv";60;42;"casat";"reg_si";"Auto";45;0;0;0;1600;1780
"positiu";1;"escriptura";6;29;"solter";"reg_no";"Auto";35;107;2000;0;300;1298
"negatiu";6;"escriptura";60;32;"casat";"reg_no";"Fix";75;160;2200;600;1550;1600
"positiu";9;"escriptura";60;45;"casat";"reg_no";"Fix";75;150;3000;0;1100;1340
"positiu";0;"escriptura";60;52;"casat";"reg_no";"Temp";45;0;10000;0;750;1244
"negatiu";3;"escriptura";60;26;"casat";"reg_no";"Temp";45;120;6100;1500;1000;1403
"positiu";3;"escriptura";60;33;"casat";"reg_si";"Auto";75;225;2000;0;1400;1980
"positiu";1;"pares";60;21;"solter";"reg_no";"Auto";35;100;0;0;900;1290
"negatiu";0;"escriptura";36;34;"casat";"reg_no";"Temp";75;80;4500;300;600;1339
"positiu";6;"escriptura";60;27;"solter";"reg_no";"Fix";35;208;6000;3300;1500;1559
"negatiu";21;"escriptura";60;44;"casat";"reg_no";"Fix";90;105;1150;720;200;1078
"positiu";17;"escriptura";60;51;"casat";"reg_no";"Fix";60;98;4000;0;860;1113
"positiu";7;"lloguer";18;33;"casat";"reg_no";"Fix";113;532;0;0;1000;2290
"positiu";10;"escriptura";60;35;"casat";"reg_no";"Fix";60;140;4000;0;1000;1578
"positiu";2;"escriptura";48;38;"casat";"reg_no";"Fix";75;90;7000;2000;500;1039
"positiu";0;"lloguer";60;28;"casat";"reg_no";"Fix";76;155;0;0;800;1218
"positiu";2;"escriptura";60;26;"casat";"reg_no";"Fix";45;120;3500;0;300;1329
"positiu";10;"escriptura";36;34;"casat";"reg_no";"Fix";90;159;3000;250;300;500
"positiu";6;"escriptura";60;27;"casat";"reg_no";"Fix";45;122;2000;1000;1300;1384
"negatiu";7;"escriptura";60;32;"casat";"reg_no";"Temp";75;156;3500;0;1300;1553
"positiu";18;"escriptura";48;43;"solter";"reg_no";"Fix";35;90;2500;0;1000;1626
"positiu";3;"escriptura";18;30;"solter";"reg_no";"Temp";35;130;5000;0;1100;1674
"positiu";6;"escriptura";18;42;"casat";"reg_no";"Auto";90;45;4000;34;200;1500
"positiu";0;"lloguer";36;26;"casat";"reg_no";"Temp";72;118;1000;0;600;1421
"negatiu";0;"escriptura";24;20;"solter";"reg_no";"Other";60;152;2000;0;400;480
"positiu";8;"lloguer";48;24;"solter";"reg_no";"Fix";49;135;0;0;1000;1274
"positiu";4;"lloguer";48;27;"casat";"reg_no";"Fix";58;125;0;0;1200;1580
"positiu";1;"lloguer";36;35;"casat";"reg_no";"Auto";66;208;4000;0;1000;1300
"negatiu";1;"pares";48;18;"solter";"reg_no";"Temp";35;81;0;0;1150;1314
"positiu";3;"escriptura";24;35;"casat";"reg_no";"Fix";75;160;1800;0;200;957
"positiu";10;"lloguer";60;33;"casat";"reg_no";"Auto";75;300;2700;0;1000;1500
"positiu";8;"contr_privat";36;39;"casat";"reg_no";"Fix";60;135;4000;1500;1300;1504
"positiu";20;"pares";60;36;"casat";"reg_no";"Fix";60;121;0;0;850;935
"positiu";3;"pares";48;29;"solter";"reg_no";"Fix";35;145;0;0;1000;1028
"negatiu";1;"pares";48;23;"solter";"reg_no";"Fix";35;165;0;0;1300;1440
"positiu";19;"escriptura";12;34;"casat";"reg_no";"Auto";75;428;32000;0;500;1030
"positiu";2;"lloguer";48;57;"casat";"reg_no";"Other";68;233;0;0;1200;1366
"negatiu";11;"escriptura";60;38;"casat";"reg_si";"Fix";90;245;4000;0;1700;1768
"negatiu";1;"escriptura";36;52;"casat";"reg_si";"Auto";60;99999999;100000;20000;1500;2340
"negatiu";1;"escriptura";48;42;"casat";"reg_si";"Auto";75;200;9000;4500;1400;1700
"positiu";15;"escriptura";60;44;"casat";"reg_no";"Auto";60;42;10000;0;910;1450
"positiu";10;"escriptura";48;37;"divorciat";"reg_no";"Fix";35;87;3500;450;500;1155
"negatiu";1;"contr_privat";48;34;"casat";"reg_si";"Auto";45;200;3000;1500;1000;1191
"positiu";25;"escriptura";12;43;"casat";"reg_no";"Auto";75;250;100000;0;600;841
"negatiu";4;"lloguer";60;42;"divorciat";"reg_si";"Fix";70;350;0;0;2200;2441
"negatiu";0;"altres viv";48;24;"casat";"reg_no";"Fix";60;105;0;0;1200;1516
"positiu";1;"escriptura";60;36;"solter";"reg_no";"Auto";60;100;4500;1500;400;1591
"negatiu";2;"pares";60;52;"casat";"reg_si";"Auto";75;160;5000;0;1350;1999
"positiu";16;"pares";60;34;"solter";"reg_no";"Auto";35;0;12000;0;1200;1336
"negatiu";0;"lloguer";36;34;"separat";"reg_no";"Fix";49;140;0;0;1150;1600
"positiu";16;"pares";60;31;"casat";"reg_no";"Fix";45;160;0;0;1400;1850
"positiu";8;"escriptura";60;36;"casat";"reg_no";"Auto";75;148;2600;0;1400;1775
"positiu";20;"pares";36;50;"casat";"reg_no";"Auto";45;113;20000;0;700;1224
"positiu";5;"pares";60;33;"casat";"reg_no";"Fix";45;97;0;0;1500;1663
"positiu";20;"escriptura";60;54;"casat";"reg_no";"Fix";60;107;1500;0;1250;1500
"negatiu";5;"lloguer";60;40;"casat";"reg_si";"Fix";66;206;0;0;1900;2225
"positiu";1;"escriptura";60;29;"casat";"reg_no";"Fix";45;275;6000;1810;1600;1930
"positiu";3;"escriptura";60;31;"casat";"reg_no";"Fix";45;176;4500;2500;1400;1607
"positiu";2;"lloguer";36;32;"casat";"reg_no";"Fix";63;175;0;0;1000;1230
"positiu";3;"escriptura";24;51;"casat";"reg_no";"Fix";45;223;20000;0;1400;1581
"positiu";7;"lloguer";60;31;"casat";"reg_no";"Fix";67;70;0;0;790;1072
"negatiu";9;"lloguer";36;46;"casat";"reg_no";"Fix";84;87;0;0;1200;1471
"negatiu";1;"escriptura";60;35;"casat";"reg_no";"Auto";90;42;5000;100;500;1300
"positiu";14;"pares";60;33;"solter";"reg_no";"Fix";35;60;0;0;1150;1192
"positiu";6;"altres viv";48;25;"solter";"reg_no";"Fix";35;300;0;0;2400;2700
"positiu";0;"altres viv";36;31;"casat";"reg_no";"Fix";75;144;0;0;450;500
"negatiu";15;"lloguer";36;43;"casat";"reg_no";"Auto";75;0;15000;2000;1100;1720
"positiu";2;"pares";48;30;"casat";"reg_no";"Fix";60;180;0;0;1350;1770
"negatiu";1;"lloguer";48;40;"casat";"reg_no";"Other";82;69;0;0;1100;1197
"positiu";12;"lloguer";60;37;"casat";"reg_si";"Fix";86;110;0;0;700;950
"negatiu";1;"pares";36;22;"solter";"reg_si";"Temp";35;50;0;0;425;450
"negatiu";0;"pares";60;24;"solter";"reg_si";"Temp";35;86;0;0;1400;1707
"positiu";11;"escriptura";36;27;"casat";"reg_no";"Fix";60;172;7000;0;900;1201
"negatiu";9;"lloguer";60;32;"casat";"reg_si";"Auto";71;109;0;0;1135;1355
"positiu";13;"escriptura";60;43;"casat";"reg_no";"Fix";60;95;3000;0;890;1196
"positiu";29;"lloguer";60;57;"casat";"reg_no";"Fix";80;203;0;0;1100;1297
"negatiu";33;"escriptura";48;59;"casat";"reg_si";"Fix";45;114;10000;0;1200;1420
"positiu";3;"lloguer";48;60;"vidu";"reg_no";"Auto";54;186;0;0;850;1036
"positiu";0;"lloguer";60;25;"solter";"reg_no";"Fix";51;155;0;0;800;1201
"positiu";5;"pares";60;28;"casat";"reg_no";"Fix";60;195;1800;0;1000;1527
"negatiu";3;"escriptura";60;40;"casat";"reg_no";"Auto";75;246;2500;0;1300;1500
"positiu";21;"lloguer";48;36;"casat";"reg_no";"Fix";86;113;0;0;950;1057
"positiu";6;"escriptura";48;27;"casat";"reg_no";"Auto";60;290;4300;900;1500;2127
"negatiu";1;"altres viv";48;33;"casat";"reg_si";"Auto";75;0;0;0;1000;2218
"positiu";25;"escriptura";60;44;"casat";"reg_no";"Fix";45;125;2500;0;1200;1570
"positiu";5;"lloguer";24;34;"casat";"reg_no";"Auto";95;199;0;0;250;650
"positiu";1;"escriptura";60;28;"casat";"reg_no";"Fix";45;133;5000;9000;700;1175
"positiu";1;"escriptura";60;39;"casat";"reg_no";"Fix";60;210;2000;0;700;825
"negatiu";2;"altres viv";48;47;"solter";"reg_si";"Auto";35;0;0;0;2150;2152
"positiu";11;"escriptura";60;28;"casat";"reg_no";"Fix";45;78;4000;0;850;978
"positiu";1;"lloguer";36;37;"divorciat";"reg_no";"Temp";55;200;15000;0;1100;1650
"positiu";0;"pares";60;20;"casat";"reg_no";"Auto";45;100;0;0;1850;2150
"negatiu";2;"lloguer";48;36;"casat";"reg_no";"Fix";85;95;0;0;1340;1771
"positiu";5;"lloguer";48;28;"casat";"reg_no";"Fix";63;183;0;0;1100;1615
"positiu";2;"pares";24;20;"solter";"reg_no";"Fix";35;43;0;0;450;994
"positiu";7;"contr_privat";60;32;"casat";"reg_no";"Fix";75;120;3000;3000;870;1147
"negatiu";3;"pares";60;19;"solter";"reg_no";"Auto";45;198;2500;0;1100;1194
"negatiu";2;"lloguer";36;21;"solter";"reg_no";"Fix";45;100;0;0;700;825
"positiu";3;"lloguer";36;23;"solter";"reg_no";"Fix";50;150;0;0;1000;1128
"positiu";10;"escriptura";36;47;"casat";"reg_no";"Fix";60;133;3000;0;360;360
"positiu";10;"escriptura";48;37;"vidu";"reg_no";"Other";45;110;3000;0;500;1190
"positiu";10;"escriptura";60;51;"casat";"reg_no";"Fix";60;202;2000;0;1400;1580
"positiu";1;"contr_privat";24;31;"casat";"reg_no";"Fix";60;140;2000;500;1100;1600
"positiu";4;"escriptura";60;49;"casat";"reg_no";"Fix";45;123;5000;0;1450;1735
"positiu";2;"escriptura";60;27;"casat";"reg_no";"Fix";45;275;8000;4500;1500;2178
"negatiu";3;"contr_privat";60;34;"casat";"reg_si";"Fix";75;200;2500;0;1350;1589
"positiu";6;"escriptura";60;28;"solter";"reg_no";"Auto";35;0;7000;800;1500;1828
"negatiu";0;"escriptura";48;29;"separat";"reg_no";"Fix";35;55;4000;0;757;1566
"positiu";1;"escriptura";60;51;"casat";"reg_no";"Other";45;105;3000;0;1200;1250
"positiu";15;"escriptura";60;34;"casat";"reg_no";"Fix";75;146;5000;0;1400;1626
"positiu";10;"escriptura";60;42;"casat";"reg_si";"Fix";75;100;6000;1500;1350;1414
"negatiu";2;"lloguer";60;46;"separat";"reg_no";"Fix";49;136;0;0;1500;1687
"positiu";8;"escriptura";60;40;"casat";"reg_no";"Fix";60;90;4500;0;1100;1638
"positiu";4;"escriptura";60;32;"casat";"reg_no";"Auto";60;0;6000;0;1100;1296
"positiu";7;"escriptura";60;26;"casat";"reg_no";"Fix";60;116;3000;0;1400;1460
"positiu";17;"escriptura";36;31;"casat";"reg_no";"Fix";75;128;7000;4800;700;1400
"positiu";10;"escriptura";54;47;"casat";"reg_no";"Fix";60;105;3000;0;850;911
"positiu";6;"escriptura";30;45;"casat";"reg_no";"Fix";90;125;3000;0;1050;1559
"positiu";0;"altres viv";60;26;"casat";"reg_no";"Temp";45;68;0;0;1200;1315
"positiu";1;"escriptura";36;41;"casat";"reg_no";"Fix";75;400;5500;0;1800;2600
"positiu";6;"escriptura";48;31;"casat";"reg_no";"Fix";60;251;3000;400;1000;1208
"positiu";2;"lloguer";60;23;"solter";"reg_no";"Fix";58;225;0;0;800;975
"positiu";2;"pares";60;34;"solter";"reg_no";"Fix";35;140;0;0;1200;1274
"positiu";15;"escriptura";48;34;"separat";"reg_no";"Auto";45;0;5000;0;900;1197
"positiu";7;"lloguer";60;38;"casat";"reg_no";"Auto";107;320;1500;0;1050;1092
"positiu";0;"escriptura";36;55;"casat";"reg_si";"Auto";45;0;16000;0;900;1100
"positiu";1;"lloguer";60;54;"casat";"reg_no";"Other";54;87;8000;0;1000;1202
"negatiu";2;"pares";54;24;"solter";"reg_si";"Auto";35;0;0;0;1800;2646
"negatiu";15;"escriptura";60;37;"casat";"reg_no";"Other";90;90;5000;1800;1500;1816
"negatiu";0;"lloguer";60;43;"casat";"reg_no";"Auto";75;0;0;0;1400;1700
"positiu";2;"pares";48;26;"casat";"reg_no";"Fix";60;110;10000;0;1300;1700
"positiu";20;"escriptura";54;59;"casat";"reg_no";"Auto";60;87;3500;0;500;984
"positiu";30;"lloguer";60;54;"casat";"reg_no";"Fix";54;93;0;0;1000;1387
"positiu";12;"escriptura";48;27;"casat";"reg_si";"Fix";45;110;5000;1300;450;1636
"positiu";2;"lloguer";60;28;"solter";"reg_no";"Fix";43;81;0;0;1000;1135
"negatiu";3;"escriptura";60;53;"casat";"reg_no";"Fix";45;98;3500;0;1350;1453
"positiu";7;"escriptura";60;48;"casat";"reg_no";"Auto";60;155;4500;0;1400;1500
"positiu";4;"escriptura";48;30;"casat";"reg_no";"Fix";60;167;3500;1000;800;1350
"positiu";14;"contr_privat";60;28;"casat";"reg_no";"Fix";60;190;18000;0;1850;2247
"positiu";10;"escriptura";60;34;"casat";"reg_no";"Fix";75;110;2500;300;1150;1367
"negatiu";3;"escriptura";60;33;"separat";"reg_no";"Auto";35;0;6000;0;950;950
"negatiu";12;"lloguer";60;55;"casat";"reg_si";"Fix";62;170;0;0;1800;2154
"negatiu";20;"escriptura";36;40;"solter";"reg_si";"Auto";35;0;8500;400;750;1100
"positiu";5;"pares";60;28;"solter";"reg_no";"Fix";35;70;0;0;900;1492
"negatiu";2;"escriptura";60;31;"solter";"reg_no";"Fix";35;55;7500;0;800;1351
"negatiu";30;"pares";60;56;"casat";"reg_no";"Fix";45;80;10000;0;1500;2040
"positiu";3;"escriptura";60;38;"casat";"reg_si";"Temp";75;81;4000;0;1000;1037
"negatiu";0;"altres viv";48;25;"solter";"reg_no";"Fix";35;139;0;0;1200;1202
"positiu";0;"lloguer";48;35;"casat";"reg_no";"Fix";66;206;0;0;1500;1683
"negatiu";5;"altres viv";24;41;"separat";"reg_no";"Auto";35;0;0;0;500;1000
"positiu";3;"pares";48;31;"solter";"reg_no";"Fix";35;120;0;0;1000;1100
"positiu";30;"altres viv";48;52;"casat";"reg_no";"Auto";90;300;12000;0;1700;1734
"positiu";13;"contr_privat";60;33;"casat";"reg_no";"Fix";75;224;7000;0;1600;1604
"positiu";0;"lloguer";60;30;"casat";"reg_no";"Fix";68;80;0;0;1000;1330
"negatiu";3;"escriptura";60;37;"casat";"reg_no";"Temp";90;166;3000;0;800;877
"positiu";0;"escriptura";36;54;"casat";"reg_no";"Temp";60;110;11500;0;1100;1759
"negatiu";7;"pares";48;32;"casat";"reg_si";"Fix";45;161;0;0;970;1564
"positiu";4;"escriptura";60;23;"casat";"reg_no";"Fix";45;80;4000;0;1100;1306
"positiu";10;"escriptura";24;39;"casat";"reg_no";"Fix";75;150;3000;0;500;1108
"negatiu";1;"lloguer";36;28;"solter";"reg_no";"Auto";52;170;0;0;350;1500
"positiu";2;"pares";60;43;"casat";"reg_no";"Fix";45;100;0;0;1500;1645
"positiu";30;"lloguer";60;50;"casat";"reg_no";"Auto";68;225;10000;0;1300;1500
"positiu";3;"lloguer";60;41;"casat";"reg_si";"Fix";77;166;0;0;2200;2625
"positiu";0;"pares";36;27;"solter";"reg_no";"Fix";45;200;5000;0;800;1456
"positiu";10;"escriptura";42;25;"casat";"reg_no";"Fix";45;110;3000;0;1500;2178
"positiu";4;"lloguer";36;35;"solter";"reg_no";"Fix";46;110;0;0;1000;1642
"positiu";1;"escriptura";60;31;"casat";"reg_no";"Temp";45;160;4000;300;1200;1265
"positiu";13;"pares";36;43;"solter";"reg_no";"Fix";35;204;0;0;200;325
"negatiu";4;"pares";60;28;"casat";"reg_no";"Temp";45;135;0;0;1350;1471
"positiu";1;"pares";48;22;"solter";"reg_no";"Auto";45;158;0;0;260;1440
"positiu";8;"escriptura";60;42;"casat";"reg_si";"Auto";75;290;10000;0;1200;2140
"positiu";14;"escriptura";60;41;"casat";"reg_no";"Fix";60;100;6000;0;450;1377
"positiu";6;"escriptura";60;29;"casat";"reg_no";"Fix";60;115;6000;2000;1250;1780
"positiu";1;"escriptura";18;27;"casat";"reg_no";"Temp";45;149;2000;0;700;818
"positiu";16;"escriptura";60;32;"casat";"reg_si";"Fix";75;143;4000;0;650;1017
"positiu";10;"pares";36;27;"casat";"reg_si";"Fix";60;150;0;0;1000;1788
"positiu";11;"pares";48;37;"solter";"reg_no";"Fix";35;199;10000;0;1100;1212
"positiu";40;"lloguer";36;59;"casat";"reg_no";"Fix";59;142;0;0;1000;1800
"negatiu";13;"escriptura";54;52;"casat";"reg_no";"Fix";75;80;4000;0;1300;1394
"negatiu";7;"lloguer";36;25;"casat";"reg_no";"Fix";69;93;0;0;250;400
"positiu";3;"pares";36;24;"separat";"reg_no";"Fix";45;113;0;0;850;940
"positiu";13;"pares";48;51;"casat";"reg_no";"Fix";45;92;3000;500;1220;1433
"positiu";7;"escriptura";36;39;"casat";"reg_no";"Auto";75;205;4000;0;1300;1439
"positiu";7;"escriptura";60;33;"solter";"reg_no";"Fix";35;210;6000;0;1700;2414
"positiu";4;"escriptura";24;31;"casat";"reg_no";"Fix";60;256;3000;0;600;1571
"positiu";5;"lloguer";36;30;"casat";"reg_no";"Auto";101;260;0;0;1000;1500
"positiu";7;"escriptura";60;24;"casat";"reg_no";"Fix";45;106;2500;0;1200;1258
"positiu";10;"escriptura";48;31;"casat";"reg_no";"Fix";60;160;4500;0;450;1403
"positiu";16;"escriptura";60;39;"casat";"reg_no";"Fix";60;148;3500;0;750;1346
"positiu";2;"escriptura";36;42;"casat";"reg_no";"Fix";75;220;3500;0;1500;2195
"positiu";6;"escriptura";36;37;"casat";"reg_no";"Auto";75;63;4000;50;800;1637
"positiu";3;"escriptura";36;38;"casat";"reg_no";"Fix";75;106;8500;0;2375;2375
"negatiu";16;"escriptura";60;42;"casat";"reg_no";"Fix";75;81;3500;0;870;873
"negatiu";1;"pares";60;23;"solter";"reg_no";"Fix";35;100;0;0;1210;1450
"negatiu";0;"altres viv";60;40;"casat";"reg_si";"Fix";75;260;2500;0;1500;1607
"positiu";12;"escriptura";24;36;"casat";"reg_no";"Fix";60;243;6000;0;600;1376
"positiu";1;"lloguer";60;27;"solter";"reg_no";"Fix";44;88;0;0;1000;1092
"positiu";40;"escriptura";24;60;"casat";"reg_no";"Auto";75;186;8000;0;900;1307
"positiu";30;"escriptura";48;45;"casat";"reg_no";"Fix";75;105;10000;2400;830;1128
"positiu";5;"escriptura";48;65;"casat";"reg_no";"Auto";75;80;30000;2000;700;1698
"positiu";10;"contr_privat";60;40;"casat";"reg_no";"Fix";60;154;1500;0;825;1075
"negatiu";13;"lloguer";60;40;"separat";"reg_no";"Auto";64;35;2500;0;1920;1920
"positiu";3;"lloguer";48;33;"casat";"reg_no";"Fix";66;63;2000;0;800;1298
"negatiu";0;"altres viv";36;28;"casat";"reg_si";"Other";45;297;8000;0;1360;1362
"negatiu";1;"lloguer";60;33;"casat";"reg_no";"Fix";91;161;0;0;1700;1770
"positiu";25;"escriptura";36;51;"separat";"reg_no";"Auto";35;200;5000;0;1700;2022
"positiu";11;"contr_privat";48;31;"casat";"reg_no";"Fix";45;140;4000;0;700;1225
"positiu";7;"escriptura";12;36;"casat";"reg_no";"Fix";90;125;20000;0;375;724
"positiu";4;"pares";24;23;"solter";"reg_no";"Fix";35;78;3000;0;500;1346
"negatiu";5;"altres viv";60;33;"solter";"reg_no";"Fix";35;57;0;0;1000;1415
"positiu";31;"lloguer";60;51;"casat";"reg_si";"Fix";135;300;0;0;1000;1380
"negatiu";0;"altres viv";60;31;"casat";"reg_no";"Auto";60;0;0;0;1400;1500
"positiu";10;"escriptura";36;32;"casat";"reg_no";"Auto";75;202;2100;0;900;900
"positiu";16;"escriptura";48;50;"casat";"reg_no";"Fix";90;175;21500;1950;1100;1639
"positiu";19;"escriptura";36;52;"casat";"reg_no";"Auto";45;150;15000;0;1420;2220
"positiu";0;"pares";60;34;"solter";"reg_no";"Other";45;158;2000;0;1020;1600
"negatiu";3;"altres viv";36;25;"solter";"reg_no";"Fix";45;0;0;0;900;1270
"positiu";1;"escriptura";48;28;"casat";"reg_no";"Temp";45;123;4000;1978;1100;1556
"negatiu";1;"lloguer";48;36;"casat";"reg_no";"Auto";88;125;0;0;1500;1878
"negatiu";0;"escriptura";60;27;"casat";"reg_no";"Temp";45;113;3000;1500;1200;1532
"positiu";2;"escriptura";24;26;"casat";"reg_si";"Auto";45;167;4000;0;340;900
"negatiu";4;"lloguer";36;24;"casat";"reg_si";"Fix";75;148;0;0;900;1100
"negatiu";0;"contr_privat";60;47;"casat";"reg_no";"Temp";75;156;2000;200;600;1556
"positiu";13;"escriptura";48;40;"casat";"reg_no";"Fix";60;123;4000;0;900;1054
"negatiu";1;"escriptura";60;42;"casat";"reg_no";"Temp";120;143;5500;2000;1160;1285
"negatiu";17;"lloguer";48;52;"casat";"reg_no";"Fix";93;180;0;0;1200;1338
"negatiu";0;"altres viv";60;26;"solter";"reg_no";"Other";35;0;0;0;1200;1571
"positiu";5;"lloguer";36;45;"casat";"reg_no";"Other";90;150;10000;0;1100;1556
"positiu";17;"escriptura";60;47;"casat";"reg_no";"Fix";60;92;4500;0;1100;1194
